"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2001",3.38,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2002",3.32,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2003",3.18,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2004",3.15,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2005",2.73,"B"
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2006",2.25,"B"
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2007",2.2,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2008",2.17,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2009",2.12,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2010",2.09,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2011",2.1,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2012",2.1,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2013",2.08,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2014",2.07,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2015",2.03,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2016",2.02,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2017",1.97,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2018",2,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2019",1.97,
"CAN","HOSPITALBED","ACUTE","1000HAB","A","2020",2,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.4,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.39,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.38,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.37,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.35,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.31,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.29,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.27,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.31,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.31,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.29,"B"
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.41,"B"
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.4,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.39,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.38,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.36,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.36,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.37,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.37,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.35,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.35,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.35,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.34,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.37,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.36,
"CAN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.37,
"CZE","HOSPITALBED","TOT","1000HAB","A","1980",10.08,
"CZE","HOSPITALBED","TOT","1000HAB","A","1985",10.11,
"CZE","HOSPITALBED","TOT","1000HAB","A","1990",9.95,
"CZE","HOSPITALBED","TOT","1000HAB","A","1995",8.5,
"CZE","HOSPITALBED","TOT","1000HAB","A","1996",8.26,
"CZE","HOSPITALBED","TOT","1000HAB","A","1997",8.04,
"CZE","HOSPITALBED","TOT","1000HAB","A","1998",7.93,
"CZE","HOSPITALBED","TOT","1000HAB","A","1999",7.74,
"CZE","HOSPITALBED","TOT","1000HAB","A","2000",7.8,"B"
"CZE","HOSPITALBED","TOT","1000HAB","A","2001",7.77,
"CZE","HOSPITALBED","TOT","1000HAB","A","2002",7.76,
"CZE","HOSPITALBED","TOT","1000HAB","A","2003",7.73,
"CZE","HOSPITALBED","TOT","1000HAB","A","2004",7.65,
"CZE","HOSPITALBED","TOT","1000HAB","A","2005",7.57,
"CZE","HOSPITALBED","TOT","1000HAB","A","2006",7.45,
"CZE","HOSPITALBED","TOT","1000HAB","A","2007",7.33,
"CZE","HOSPITALBED","TOT","1000HAB","A","2008",7.21,
"CZE","HOSPITALBED","TOT","1000HAB","A","2009",7.14,
"CZE","HOSPITALBED","TOT","1000HAB","A","2010",7.3,"B"
"CZE","HOSPITALBED","TOT","1000HAB","A","2011",7.06,
"CZE","HOSPITALBED","TOT","1000HAB","A","2012",6.93,
"CZE","HOSPITALBED","TOT","1000HAB","A","2013",6.7,
"CZE","HOSPITALBED","TOT","1000HAB","A","2014",6.68,
"CZE","HOSPITALBED","TOT","1000HAB","A","2015",6.67,
"CZE","HOSPITALBED","TOT","1000HAB","A","2016",6.66,
"CZE","HOSPITALBED","TOT","1000HAB","A","2017",6.63,
"CZE","HOSPITALBED","TOT","1000HAB","A","2018",6.62,
"CZE","HOSPITALBED","TOT","1000HAB","A","2019",6.58,
"CZE","HOSPITALBED","TOT","1000HAB","A","2020",6.5,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2000",5.78,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2001",5.73,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2002",5.69,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2003",5.58,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2004",5.43,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2005",5.37,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2006",5.28,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2007",5.21,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2008",5.1,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2009",5.01,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2010",4.8,"B"
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2011",4.59,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2012",4.46,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2013",4.22,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2014",4.18,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2015",4.16,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2016",4.14,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2017",4.11,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2018",4.08,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2019",4.04,
"CZE","HOSPITALBED","ACUTE","1000HAB","A","2020",4.04,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1980",1.48,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1985",1.48,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1990",1.4,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",1.14,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",1.14,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",1.14,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",1.13,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",1.13,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",1.13,"B"
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",1.14,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",1.14,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",1.13,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",1.12,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",1.11,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",1.09,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",1.07,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",1.05,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",1.04,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",1.01,"B"
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.99,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.98,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.96,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.95,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.96,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.95,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.94,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.93,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.92,
"CZE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.88,
"DNK","HOSPITALBED","TOT","1000HAB","A","1997",4.64,
"DNK","HOSPITALBED","TOT","1000HAB","A","1998",4.54,
"DNK","HOSPITALBED","TOT","1000HAB","A","1999",4.39,
"DNK","HOSPITALBED","TOT","1000HAB","A","2000",4.29,
"DNK","HOSPITALBED","TOT","1000HAB","A","2001",4.22,
"DNK","HOSPITALBED","TOT","1000HAB","A","2002",4.29,
"DNK","HOSPITALBED","TOT","1000HAB","A","2003",4.13,
"DNK","HOSPITALBED","TOT","1000HAB","A","2004",3.97,
"DNK","HOSPITALBED","TOT","1000HAB","A","2005",3.86,
"DNK","HOSPITALBED","TOT","1000HAB","A","2006",3.79,
"DNK","HOSPITALBED","TOT","1000HAB","A","2007",3.69,
"DNK","HOSPITALBED","TOT","1000HAB","A","2008",3.57,
"DNK","HOSPITALBED","TOT","1000HAB","A","2009",3.49,
"DNK","HOSPITALBED","TOT","1000HAB","A","2010",3.5,
"DNK","HOSPITALBED","TOT","1000HAB","A","2011",3.13,"B"
"DNK","HOSPITALBED","TOT","1000HAB","A","2013",3.07,
"DNK","HOSPITALBED","TOT","1000HAB","A","2016",2.6,
"DNK","HOSPITALBED","TOT","1000HAB","A","2017",2.61,
"DNK","HOSPITALBED","TOT","1000HAB","A","2018",2.61,
"DNK","HOSPITALBED","TOT","1000HAB","A","2019",2.59,
"DNK","HOSPITALBED","TOT","1000HAB","A","2020",2.59,
"DNK","HOSPITALBED","TOT","1000HAB","A","2021",2.52,"P"
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1987",1.15,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1988",1.1,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1989",1.01,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1990",0.95,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1991",0.92,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1992",0.84,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",0.82,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",0.82,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.8,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.8,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.8,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.79,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.79,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.76,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.75,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.74,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.71,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.67,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.65,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.63,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.61,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.58,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.58,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.57,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.53,"B"
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.54,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.4,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.47,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.48,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.52,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.52,
"DNK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2021",0.52,"P"
"FIN","HOSPITALBED","TOT","1000HAB","A","1993",8.25,
"FIN","HOSPITALBED","TOT","1000HAB","A","1994",8.19,
"FIN","HOSPITALBED","TOT","1000HAB","A","1995",8.12,
"FIN","HOSPITALBED","TOT","1000HAB","A","1996",8.12,
"FIN","HOSPITALBED","TOT","1000HAB","A","1997",7.9,
"FIN","HOSPITALBED","TOT","1000HAB","A","1998",7.77,
"FIN","HOSPITALBED","TOT","1000HAB","A","1999",7.61,
"FIN","HOSPITALBED","TOT","1000HAB","A","2000",7.54,
"FIN","HOSPITALBED","TOT","1000HAB","A","2001",7.46,
"FIN","HOSPITALBED","TOT","1000HAB","A","2002",7.35,
"FIN","HOSPITALBED","TOT","1000HAB","A","2003",7.24,
"FIN","HOSPITALBED","TOT","1000HAB","A","2004",7.1,
"FIN","HOSPITALBED","TOT","1000HAB","A","2005",7.05,
"FIN","HOSPITALBED","TOT","1000HAB","A","2006",6.99,
"FIN","HOSPITALBED","TOT","1000HAB","A","2007",6.73,
"FIN","HOSPITALBED","TOT","1000HAB","A","2008",6.57,
"FIN","HOSPITALBED","TOT","1000HAB","A","2009",6.25,
"FIN","HOSPITALBED","TOT","1000HAB","A","2010",5.86,
"FIN","HOSPITALBED","TOT","1000HAB","A","2011",5.53,
"FIN","HOSPITALBED","TOT","1000HAB","A","2012",5.29,
"FIN","HOSPITALBED","TOT","1000HAB","A","2013",4.86,
"FIN","HOSPITALBED","TOT","1000HAB","A","2014",4.53,
"FIN","HOSPITALBED","TOT","1000HAB","A","2015",4.28,
"FIN","HOSPITALBED","TOT","1000HAB","A","2016",3.97,
"FIN","HOSPITALBED","TOT","1000HAB","A","2017",3.75,
"FIN","HOSPITALBED","TOT","1000HAB","A","2018",3.61,
"FIN","HOSPITALBED","TOT","1000HAB","A","2019",3.35,
"FIN","HOSPITALBED","TOT","1000HAB","A","2020",2.83,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2000",3.93,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2001",3.87,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2002",3.83,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2003",3.81,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2004",3.78,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2005",3.72,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2006",3.64,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2007",3.57,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2008",3.5,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2009",3.41,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2010",3.38,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2011",3.3,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2012",3.24,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2013",3.12,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2014",3.09,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2015",3.02,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2016",2.93,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2017",2.89,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2018",2.84,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2019",2.61,
"FIN","HOSPITALBED","ACUTE","1000HAB","A","2020",2.42,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",1.44,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",1.35,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",1.28,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",1.22,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",1.14,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",1.09,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",1.06,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",1.03,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",1.01,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",1.01,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.98,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.97,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.93,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.92,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.88,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.85,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.8,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.75,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.71,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.69,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.64,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.61,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.62,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.58,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.53,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.54,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.59,
"FIN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.38,
"FRA","HOSPITALBED","TOT","1000HAB","A","1997",8.49,
"FRA","HOSPITALBED","TOT","1000HAB","A","1998",8.34,
"FRA","HOSPITALBED","TOT","1000HAB","A","1999",8.2,
"FRA","HOSPITALBED","TOT","1000HAB","A","2000",7.97,
"FRA","HOSPITALBED","TOT","1000HAB","A","2001",7.83,
"FRA","HOSPITALBED","TOT","1000HAB","A","2002",7.71,
"FRA","HOSPITALBED","TOT","1000HAB","A","2003",7.55,
"FRA","HOSPITALBED","TOT","1000HAB","A","2004",7.39,
"FRA","HOSPITALBED","TOT","1000HAB","A","2005",7.22,
"FRA","HOSPITALBED","TOT","1000HAB","A","2006",7.11,
"FRA","HOSPITALBED","TOT","1000HAB","A","2007",7.06,
"FRA","HOSPITALBED","TOT","1000HAB","A","2008",6.9,
"FRA","HOSPITALBED","TOT","1000HAB","A","2009",6.66,
"FRA","HOSPITALBED","TOT","1000HAB","A","2010",6.43,
"FRA","HOSPITALBED","TOT","1000HAB","A","2011",6.36,
"FRA","HOSPITALBED","TOT","1000HAB","A","2012",6.34,
"FRA","HOSPITALBED","TOT","1000HAB","A","2013",6.28,
"FRA","HOSPITALBED","TOT","1000HAB","A","2014",6.2,
"FRA","HOSPITALBED","TOT","1000HAB","A","2015",6.13,
"FRA","HOSPITALBED","TOT","1000HAB","A","2016",6.06,
"FRA","HOSPITALBED","TOT","1000HAB","A","2017",5.98,
"FRA","HOSPITALBED","TOT","1000HAB","A","2018",5.89,
"FRA","HOSPITALBED","TOT","1000HAB","A","2019",5.83,
"FRA","HOSPITALBED","TOT","1000HAB","A","2020",5.73,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",1.19,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",1.14,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",1.11,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",1.03,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",1.01,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.98,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.96,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.94,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.93,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.91,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.9,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.89,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.89,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.88,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.87,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.88,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.88,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.87,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.86,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.86,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.84,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.82,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.82,
"FRA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.8,
"DEU","HOSPITALBED","TOT","1000HAB","A","1991",10.12,
"DEU","HOSPITALBED","TOT","1000HAB","A","1992",9.88,
"DEU","HOSPITALBED","TOT","1000HAB","A","1993",9.66,
"DEU","HOSPITALBED","TOT","1000HAB","A","1994",9.71,
"DEU","HOSPITALBED","TOT","1000HAB","A","1995",9.68,
"DEU","HOSPITALBED","TOT","1000HAB","A","1996",9.57,
"DEU","HOSPITALBED","TOT","1000HAB","A","1997",9.38,
"DEU","HOSPITALBED","TOT","1000HAB","A","1998",9.29,
"DEU","HOSPITALBED","TOT","1000HAB","A","1999",9.19,
"DEU","HOSPITALBED","TOT","1000HAB","A","2000",9.12,
"DEU","HOSPITALBED","TOT","1000HAB","A","2001",9.01,
"DEU","HOSPITALBED","TOT","1000HAB","A","2002",8.87,
"DEU","HOSPITALBED","TOT","1000HAB","A","2003",8.74,
"DEU","HOSPITALBED","TOT","1000HAB","A","2004",8.58,
"DEU","HOSPITALBED","TOT","1000HAB","A","2005",8.47,
"DEU","HOSPITALBED","TOT","1000HAB","A","2006",8.3,
"DEU","HOSPITALBED","TOT","1000HAB","A","2007",8.24,
"DEU","HOSPITALBED","TOT","1000HAB","A","2008",8.21,
"DEU","HOSPITALBED","TOT","1000HAB","A","2009",8.24,
"DEU","HOSPITALBED","TOT","1000HAB","A","2010",8.25,
"DEU","HOSPITALBED","TOT","1000HAB","A","2011",8.38,
"DEU","HOSPITALBED","TOT","1000HAB","A","2012",8.34,
"DEU","HOSPITALBED","TOT","1000HAB","A","2013",8.28,
"DEU","HOSPITALBED","TOT","1000HAB","A","2014",8.23,
"DEU","HOSPITALBED","TOT","1000HAB","A","2015",8.13,
"DEU","HOSPITALBED","TOT","1000HAB","A","2016",8.06,
"DEU","HOSPITALBED","TOT","1000HAB","A","2017",8,
"DEU","HOSPITALBED","TOT","1000HAB","A","2018",7.98,
"DEU","HOSPITALBED","TOT","1000HAB","A","2019",7.91,
"DEU","HOSPITALBED","TOT","1000HAB","A","2020",7.82,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1991",8.32,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1992",8.02,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1993",7.75,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1994",7.59,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1995",7.46,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1996",7.25,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1997",7.08,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1998",6.97,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","1999",6.89,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2000",6.81,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2001",6.71,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2002",6.63,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2003",6.57,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2004",6.44,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2005",6.35,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2006",6.2,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2007",6.16,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2008",6.13,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2009",6.15,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2010",6.15,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2011",6.25,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2012",6.24,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2013",6.21,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2014",6.18,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2015",6.11,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2016",6.06,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2017",6.02,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2018",6.01,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2019",5.95,
"DEU","HOSPITALBED","ACUTE","1000HAB","A","2020",5.87,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1991",1.38,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1992",1.27,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",1.17,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",1.16,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",1.15,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",1.11,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",1.09,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",1.08,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",1.08,
